group,sample_id,row,col,data_kind
row_concentrated,SYN0051,218,751,synthetic
row_concentrated,SYN0051,218,754,synthetic
row_concentrated,SYN0051,218,769,synthetic
row_concentrated,SYN0051,218,773,synthetic
row_concentrated,SYN0051,218,776,synthetic
row_concentrated,SYN0051,218,781,synthetic
row_concentrated,SYN0051,218,786,synthetic
row_concentrated,SYN0051,218,811,synthetic
row_concentrated,SYN0051,218,816,synthetic
row_concentrated,SYN0051,218,822,synthetic
row_concentrated,SYN0051,218,826,synthetic
row_concentrated,SYN0051,218,833,synthetic
row_concentrated,SYN0051,218,843,synthetic
row_concentrated,SYN0051,218,846,synthetic
row_concentrated,SYN0051,218,852,synthetic
row_concentrated,SYN0051,218,856,synthetic
row_concentrated,SYN0051,218,866,synthetic
row_concentrated,SYN0051,218,877,synthetic
row_concentrated,SYN0051,218,878,synthetic
row_concentrated,SYN0051,218,892,synthetic
row_concentrated,SYN0051,218,899,synthetic
row_concentrated,SYN0051,218,904,synthetic
row_concentrated,SYN0051,218,913,synthetic
row_concentrated,SYN0051,218,922,synthetic
row_concentrated,SYN0051,218,936,synthetic
row_concentrated,SYN0051,218,940,synthetic
row_concentrated,SYN0051,218,944,synthetic
row_concentrated,SYN0051,218,954,synthetic
row_concentrated,SYN0051,218,955,synthetic
row_concentrated,SYN0051,218,967,synthetic
row_concentrated,SYN0051,218,980,synthetic
row_concentrated,SYN0051,218,994,synthetic
row_concentrated,SYN0051,218,1017,synthetic
row_concentrated,SYN0052,813,7,synthetic
row_concentrated,SYN0052,813,20,synthetic
row_concentrated,SYN0052,813,25,synthetic
row_concentrated,SYN0052,813,39,synthetic
row_concentrated,SYN0052,813,42,synthetic
row_concentrated,SYN0052,813,54,synthetic
row_concentrated,SYN0052,813,57,synthetic
row_concentrated,SYN0052,813,61,synthetic
row_concentrated,SYN0052,813,64,synthetic
row_concentrated,SYN0052,813,65,synthetic
row_concentrated,SYN0052,813,72,synthetic
row_concentrated,SYN0052,813,79,synthetic
row_concentrated,SYN0052,813,80,synthetic
row_concentrated,SYN0052,813,83,synthetic
row_concentrated,SYN0052,813,84,synthetic
row_concentrated,SYN0052,813,90,synthetic
row_concentrated,SYN0052,813,91,synthetic
row_concentrated,SYN0052,813,101,synthetic
row_concentrated,SYN0052,813,107,synthetic
row_concentrated,SYN0052,813,122,synthetic
row_concentrated,SYN0052,813,125,synthetic
row_concentrated,SYN0052,813,134,synthetic
row_concentrated,SYN0052,813,137,synthetic
row_concentrated,SYN0052,813,146,synthetic
row_concentrated,SYN0052,813,163,synthetic
row_concentrated,SYN0052,813,168,synthetic
row_concentrated,SYN0052,813,169,synthetic
row_concentrated,SYN0052,813,171,synthetic
row_concentrated,SYN0052,813,179,synthetic
row_concentrated,SYN0052,813,182,synthetic
row_concentrated,SYN0052,813,186,synthetic
row_concentrated,SYN0052,813,194,synthetic
row_concentrated,SYN0052,813,195,synthetic
row_concentrated,SYN0052,813,204,synthetic
row_concentrated,SYN0052,813,213,synthetic
row_concentrated,SYN0052,813,215,synthetic
row_concentrated,SYN0052,813,217,synthetic
row_concentrated,SYN0052,813,223,synthetic
row_concentrated,SYN0052,813,226,synthetic
row_concentrated,SYN0052,813,232,synthetic
row_concentrated,SYN0052,813,234,synthetic
row_concentrated,SYN0052,813,235,synthetic
row_concentrated,SYN0052,813,237,synthetic
row_concentrated,SYN0052,813,245,synthetic
row_concentrated,SYN0052,813,250,synthetic
row_concentrated,SYN0052,813,255,synthetic
row_concentrated,SYN0052,813,266,synthetic
row_concentrated,SYN0052,813,277,synthetic
row_concentrated,SYN0052,813,282,synthetic
row_concentrated,SYN0052,813,285,synthetic
row_concentrated,SYN0052,813,292,synthetic
row_concentrated,SYN0052,813,294,synthetic
row_concentrated,SYN0052,813,308,synthetic
row_concentrated,SYN0052,813,321,synthetic
row_concentrated,SYN0052,813,326,synthetic
row_concentrated,SYN0052,813,329,synthetic
row_concentrated,SYN0052,813,335,synthetic
row_concentrated,SYN0052,813,346,synthetic
row_concentrated,SYN0052,813,351,synthetic
row_concentrated,SYN0052,813,356,synthetic
row_concentrated,SYN0052,813,362,synthetic
row_concentrated,SYN0052,813,373,synthetic
row_concentrated,SYN0052,813,379,synthetic
row_concentrated,SYN0052,813,383,synthetic
row_concentrated,SYN0052,813,387,synthetic
row_concentrated,SYN0052,813,397,synthetic
row_concentrated,SYN0052,813,403,synthetic
row_concentrated,SYN0052,813,404,synthetic
row_concentrated,SYN0052,813,407,synthetic
row_concentrated,SYN0052,813,408,synthetic
row_concentrated,SYN0052,813,412,synthetic
row_concentrated,SYN0052,813,413,synthetic
row_concentrated,SYN0052,813,415,synthetic
row_concentrated,SYN0052,813,423,synthetic
row_concentrated,SYN0052,813,433,synthetic
row_concentrated,SYN0052,813,457,synthetic
row_concentrated,SYN0052,813,460,synthetic
row_concentrated,SYN0052,813,463,synthetic
row_concentrated,SYN0052,813,464,synthetic
row_concentrated,SYN0052,813,473,synthetic
row_concentrated,SYN0052,813,476,synthetic
row_concentrated,SYN0052,813,484,synthetic
row_concentrated,SYN0052,813,489,synthetic
row_concentrated,SYN0052,813,500,synthetic
row_concentrated,SYN0052,813,509,synthetic
row_concentrated,SYN0052,813,526,synthetic
row_concentrated,SYN0052,813,527,synthetic
row_concentrated,SYN0052,813,532,synthetic
row_concentrated,SYN0052,813,534,synthetic
row_concentrated,SYN0052,813,547,synthetic
row_concentrated,SYN0052,813,551,synthetic
row_concentrated,SYN0052,813,554,synthetic
row_concentrated,SYN0052,813,558,synthetic
row_concentrated,SYN0052,813,580,synthetic
row_concentrated,SYN0052,813,593,synthetic
row_concentrated,SYN0052,813,596,synthetic
row_concentrated,SYN0052,813,600,synthetic
row_concentrated,SYN0052,813,605,synthetic
row_concentrated,SYN0052,813,611,synthetic
row_concentrated,SYN0052,813,612,synthetic
row_concentrated,SYN0052,813,613,synthetic
row_concentrated,SYN0052,813,616,synthetic
row_concentrated,SYN0052,813,627,synthetic
row_concentrated,SYN0052,813,628,synthetic
row_concentrated,SYN0052,813,632,synthetic
row_concentrated,SYN0052,813,633,synthetic
row_concentrated,SYN0052,813,639,synthetic
row_concentrated,SYN0052,813,643,synthetic
row_concentrated,SYN0052,813,644,synthetic
row_concentrated,SYN0052,813,645,synthetic
row_concentrated,SYN0052,813,647,synthetic
row_concentrated,SYN0052,813,655,synthetic
row_concentrated,SYN0052,813,667,synthetic
row_concentrated,SYN0052,813,682,synthetic
row_concentrated,SYN0052,813,687,synthetic
row_concentrated,SYN0052,813,691,synthetic
row_concentrated,SYN0052,813,694,synthetic
row_concentrated,SYN0052,813,696,synthetic
row_concentrated,SYN0052,813,704,synthetic
row_concentrated,SYN0052,813,706,synthetic
row_concentrated,SYN0052,813,712,synthetic
row_concentrated,SYN0052,813,742,synthetic
row_concentrated,SYN0052,813,747,synthetic
row_concentrated,SYN0052,813,761,synthetic
row_concentrated,SYN0052,813,762,synthetic
row_concentrated,SYN0052,813,773,synthetic
row_concentrated,SYN0052,813,799,synthetic
row_concentrated,SYN0052,813,813,synthetic
row_concentrated,SYN0052,813,817,synthetic
row_concentrated,SYN0052,813,822,synthetic
row_concentrated,SYN0052,813,828,synthetic
row_concentrated,SYN0052,813,829,synthetic
row_concentrated,SYN0052,813,832,synthetic
row_concentrated,SYN0052,813,836,synthetic
row_concentrated,SYN0052,813,840,synthetic
row_concentrated,SYN0052,813,846,synthetic
row_concentrated,SYN0052,813,849,synthetic
row_concentrated,SYN0052,813,851,synthetic
row_concentrated,SYN0052,813,865,synthetic
row_concentrated,SYN0052,813,873,synthetic
row_concentrated,SYN0052,813,883,synthetic
row_concentrated,SYN0052,813,884,synthetic
row_concentrated,SYN0052,813,887,synthetic
row_concentrated,SYN0052,813,900,synthetic
row_concentrated,SYN0052,813,906,synthetic
row_concentrated,SYN0052,813,908,synthetic
row_concentrated,SYN0052,813,918,synthetic
row_concentrated,SYN0052,813,920,synthetic
row_concentrated,SYN0052,813,936,synthetic
row_concentrated,SYN0052,813,941,synthetic
row_concentrated,SYN0052,813,943,synthetic
row_concentrated,SYN0052,813,944,synthetic
row_concentrated,SYN0052,813,954,synthetic
row_concentrated,SYN0052,813,957,synthetic
row_concentrated,SYN0052,813,961,synthetic
row_concentrated,SYN0052,813,989,synthetic
row_concentrated,SYN0052,813,1016,synthetic
row_concentrated,SYN0053,182,1,synthetic
row_concentrated,SYN0053,182,2,synthetic
row_concentrated,SYN0053,182,4,synthetic
row_concentrated,SYN0053,182,5,synthetic
row_concentrated,SYN0053,182,9,synthetic
row_concentrated,SYN0053,182,27,synthetic
row_concentrated,SYN0053,182,44,synthetic
row_concentrated,SYN0053,182,49,synthetic
row_concentrated,SYN0053,182,56,synthetic
row_concentrated,SYN0053,182,62,synthetic
row_concentrated,SYN0053,182,68,synthetic
row_concentrated,SYN0053,182,69,synthetic
row_concentrated,SYN0053,182,76,synthetic
row_concentrated,SYN0053,182,83,synthetic
row_concentrated,SYN0053,182,88,synthetic
row_concentrated,SYN0053,182,89,synthetic
row_concentrated,SYN0053,182,92,synthetic
row_concentrated,SYN0053,182,122,synthetic
row_concentrated,SYN0053,182,123,synthetic
row_concentrated,SYN0053,182,127,synthetic
row_concentrated,SYN0053,182,131,synthetic
row_concentrated,SYN0053,182,136,synthetic
row_concentrated,SYN0053,182,139,synthetic
row_concentrated,SYN0053,182,141,synthetic
row_concentrated,SYN0053,182,150,synthetic
row_concentrated,SYN0053,182,156,synthetic
row_concentrated,SYN0053,182,162,synthetic
row_concentrated,SYN0053,182,163,synthetic
row_concentrated,SYN0053,182,164,synthetic
row_concentrated,SYN0053,182,166,synthetic
row_concentrated,SYN0053,182,174,synthetic
row_concentrated,SYN0053,182,185,synthetic
row_concentrated,SYN0053,182,194,synthetic
row_concentrated,SYN0053,182,206,synthetic
row_concentrated,SYN0053,182,208,synthetic
row_concentrated,SYN0053,182,211,synthetic
row_concentrated,SYN0053,182,212,synthetic
row_concentrated,SYN0053,182,215,synthetic
row_concentrated,SYN0053,182,216,synthetic
row_concentrated,SYN0053,182,240,synthetic
row_concentrated,SYN0053,182,252,synthetic
row_concentrated,SYN0053,182,253,synthetic
row_concentrated,SYN0053,182,269,synthetic
row_concentrated,SYN0053,182,272,synthetic
row_concentrated,SYN0053,182,286,synthetic
row_concentrated,SYN0053,182,306,synthetic
row_concentrated,SYN0053,182,321,synthetic
row_concentrated,SYN0053,182,325,synthetic
row_concentrated,SYN0053,182,336,synthetic
row_concentrated,SYN0053,182,352,synthetic
row_concentrated,SYN0053,182,379,synthetic
row_concentrated,SYN0053,182,390,synthetic
row_concentrated,SYN0053,182,396,synthetic
row_concentrated,SYN0053,182,407,synthetic
row_concentrated,SYN0053,182,410,synthetic
row_concentrated,SYN0053,182,412,synthetic
row_concentrated,SYN0053,182,415,synthetic
row_concentrated,SYN0053,182,434,synthetic
row_concentrated,SYN0053,182,464,synthetic
row_concentrated,SYN0053,182,465,synthetic
row_concentrated,SYN0053,182,478,synthetic
row_concentrated,SYN0053,182,480,synthetic
row_concentrated,SYN0053,182,485,synthetic
row_concentrated,SYN0053,182,491,synthetic
row_concentrated,SYN0053,182,496,synthetic
row_concentrated,SYN0053,182,516,synthetic
row_concentrated,SYN0053,182,529,synthetic
row_concentrated,SYN0053,182,536,synthetic
row_concentrated,SYN0053,182,539,synthetic
row_concentrated,SYN0053,182,542,synthetic
row_concentrated,SYN0053,182,547,synthetic
row_concentrated,SYN0053,182,574,synthetic
row_concentrated,SYN0053,182,580,synthetic
row_concentrated,SYN0053,182,586,synthetic
row_concentrated,SYN0053,182,598,synthetic
row_concentrated,SYN0053,182,607,synthetic
row_concentrated,SYN0053,182,615,synthetic
row_concentrated,SYN0053,182,619,synthetic
row_concentrated,SYN0053,182,630,synthetic
row_concentrated,SYN0053,182,657,synthetic
row_concentrated,SYN0053,182,664,synthetic
row_concentrated,SYN0053,182,675,synthetic
row_concentrated,SYN0053,182,713,synthetic
row_concentrated,SYN0053,182,719,synthetic
row_concentrated,SYN0053,182,723,synthetic
row_concentrated,SYN0053,182,752,synthetic
row_concentrated,SYN0053,182,760,synthetic
row_concentrated,SYN0053,182,769,synthetic
row_concentrated,SYN0053,182,773,synthetic
row_concentrated,SYN0053,182,782,synthetic
row_concentrated,SYN0053,182,790,synthetic
row_concentrated,SYN0053,182,800,synthetic
row_concentrated,SYN0053,182,814,synthetic
row_concentrated,SYN0053,182,819,synthetic
row_concentrated,SYN0053,182,820,synthetic
row_concentrated,SYN0053,182,823,synthetic
row_concentrated,SYN0053,182,839,synthetic
row_concentrated,SYN0053,182,843,synthetic
row_concentrated,SYN0053,182,870,synthetic
row_concentrated,SYN0053,182,877,synthetic
row_concentrated,SYN0053,182,878,synthetic
row_concentrated,SYN0053,182,899,synthetic
row_concentrated,SYN0053,182,926,synthetic
row_concentrated,SYN0053,182,934,synthetic
row_concentrated,SYN0053,182,941,synthetic
row_concentrated,SYN0053,182,948,synthetic
row_concentrated,SYN0053,182,951,synthetic
row_concentrated,SYN0053,182,955,synthetic
row_concentrated,SYN0053,182,974,synthetic
row_concentrated,SYN0053,182,978,synthetic
row_concentrated,SYN0053,182,982,synthetic
row_concentrated,SYN0053,182,1009,synthetic
row_concentrated,SYN0053,182,1017,synthetic
row_concentrated,SYN0054,555,11,synthetic
row_concentrated,SYN0054,555,14,synthetic
row_concentrated,SYN0054,555,15,synthetic
row_concentrated,SYN0054,555,23,synthetic
row_concentrated,SYN0054,555,28,synthetic
row_concentrated,SYN0054,555,36,synthetic
row_concentrated,SYN0054,555,72,synthetic
row_concentrated,SYN0054,555,79,synthetic
row_concentrated,SYN0054,555,81,synthetic
row_concentrated,SYN0054,555,90,synthetic
row_concentrated,SYN0054,555,95,synthetic
row_concentrated,SYN0054,555,97,synthetic
row_concentrated,SYN0054,555,110,synthetic
row_concentrated,SYN0054,555,112,synthetic
row_concentrated,SYN0054,555,116,synthetic
row_concentrated,SYN0054,555,118,synthetic
row_concentrated,SYN0054,555,122,synthetic
row_concentrated,SYN0054,555,128,synthetic
row_concentrated,SYN0054,555,138,synthetic
row_concentrated,SYN0054,555,142,synthetic
row_concentrated,SYN0054,555,144,synthetic
row_concentrated,SYN0054,555,147,synthetic
row_concentrated,SYN0054,555,149,synthetic
row_concentrated,SYN0054,555,152,synthetic
row_concentrated,SYN0054,555,154,synthetic
row_concentrated,SYN0054,555,164,synthetic
row_concentrated,SYN0054,555,169,synthetic
row_concentrated,SYN0054,555,180,synthetic
row_concentrated,SYN0054,555,194,synthetic
row_concentrated,SYN0054,555,196,synthetic
row_concentrated,SYN0054,555,197,synthetic
row_concentrated,SYN0054,555,199,synthetic
row_concentrated,SYN0054,555,210,synthetic
row_concentrated,SYN0054,555,213,synthetic
row_concentrated,SYN0054,555,215,synthetic
row_concentrated,SYN0054,555,219,synthetic
row_concentrated,SYN0054,555,220,synthetic
row_concentrated,SYN0054,555,224,synthetic
row_concentrated,SYN0054,555,232,synthetic
row_concentrated,SYN0054,555,234,synthetic
row_concentrated,SYN0054,555,236,synthetic
row_concentrated,SYN0054,555,241,synthetic
row_concentrated,SYN0054,555,252,synthetic
row_concentrated,SYN0054,555,260,synthetic
row_concentrated,SYN0054,555,264,synthetic
row_concentrated,SYN0054,555,266,synthetic
row_concentrated,SYN0054,555,271,synthetic
row_concentrated,SYN0054,555,294,synthetic
row_concentrated,SYN0054,555,300,synthetic
row_concentrated,SYN0054,555,315,synthetic
row_concentrated,SYN0054,555,326,synthetic
row_concentrated,SYN0054,555,331,synthetic
row_concentrated,SYN0054,555,333,synthetic
row_concentrated,SYN0054,555,337,synthetic
row_concentrated,SYN0054,555,343,synthetic
row_concentrated,SYN0054,555,350,synthetic
row_concentrated,SYN0054,555,352,synthetic
row_concentrated,SYN0054,555,353,synthetic
row_concentrated,SYN0054,555,354,synthetic
row_concentrated,SYN0054,555,376,synthetic
row_concentrated,SYN0054,555,396,synthetic
row_concentrated,SYN0054,555,398,synthetic
row_concentrated,SYN0054,555,407,synthetic
row_concentrated,SYN0054,555,419,synthetic
row_concentrated,SYN0054,555,434,synthetic
row_concentrated,SYN0054,555,447,synthetic
row_concentrated,SYN0054,555,456,synthetic
row_concentrated,SYN0054,555,458,synthetic
row_concentrated,SYN0054,555,463,synthetic
row_concentrated,SYN0054,555,467,synthetic
row_concentrated,SYN0054,555,469,synthetic
row_concentrated,SYN0054,555,471,synthetic
row_concentrated,SYN0054,555,474,synthetic
row_concentrated,SYN0054,555,478,synthetic
row_concentrated,SYN0054,555,489,synthetic
row_concentrated,SYN0054,555,492,synthetic
row_concentrated,SYN0054,555,508,synthetic
row_concentrated,SYN0054,555,512,synthetic
row_concentrated,SYN0054,555,532,synthetic
row_concentrated,SYN0054,555,534,synthetic
row_concentrated,SYN0054,555,560,synthetic
row_concentrated,SYN0054,555,562,synthetic
row_concentrated,SYN0054,555,564,synthetic
row_concentrated,SYN0054,555,575,synthetic
row_concentrated,SYN0054,555,585,synthetic
row_concentrated,SYN0054,555,595,synthetic
row_concentrated,SYN0054,555,600,synthetic
row_concentrated,SYN0054,555,603,synthetic
row_concentrated,SYN0054,555,610,synthetic
row_concentrated,SYN0054,555,613,synthetic
row_concentrated,SYN0054,555,618,synthetic
row_concentrated,SYN0054,555,620,synthetic
row_concentrated,SYN0054,555,622,synthetic
row_concentrated,SYN0054,555,624,synthetic
row_concentrated,SYN0054,555,626,synthetic
row_concentrated,SYN0054,555,633,synthetic
row_concentrated,SYN0054,555,637,synthetic
row_concentrated,SYN0054,555,640,synthetic
row_concentrated,SYN0054,555,650,synthetic
row_concentrated,SYN0054,555,653,synthetic
row_concentrated,SYN0054,555,695,synthetic
row_concentrated,SYN0054,555,699,synthetic
row_concentrated,SYN0054,555,702,synthetic
row_concentrated,SYN0054,555,729,synthetic
row_concentrated,SYN0054,555,739,synthetic
row_concentrated,SYN0054,555,744,synthetic
row_concentrated,SYN0054,555,747,synthetic
row_concentrated,SYN0054,555,754,synthetic
row_concentrated,SYN0054,555,755,synthetic
row_concentrated,SYN0054,555,779,synthetic
row_concentrated,SYN0054,555,786,synthetic
row_concentrated,SYN0054,555,801,synthetic
row_concentrated,SYN0054,555,802,synthetic
row_concentrated,SYN0054,555,809,synthetic
row_concentrated,SYN0054,555,811,synthetic
row_concentrated,SYN0054,555,817,synthetic
row_concentrated,SYN0054,555,827,synthetic
row_concentrated,SYN0054,555,840,synthetic
row_concentrated,SYN0054,555,847,synthetic
row_concentrated,SYN0054,555,857,synthetic
row_concentrated,SYN0054,555,872,synthetic
row_concentrated,SYN0054,555,873,synthetic
row_concentrated,SYN0054,555,887,synthetic
row_concentrated,SYN0054,555,896,synthetic
row_concentrated,SYN0054,555,900,synthetic
row_concentrated,SYN0054,555,903,synthetic
row_concentrated,SYN0054,555,910,synthetic
row_concentrated,SYN0054,555,922,synthetic
row_concentrated,SYN0054,555,931,synthetic
row_concentrated,SYN0054,555,937,synthetic
row_concentrated,SYN0054,555,942,synthetic
row_concentrated,SYN0054,555,946,synthetic
row_concentrated,SYN0054,555,955,synthetic
row_concentrated,SYN0054,555,963,synthetic
row_concentrated,SYN0054,555,964,synthetic
row_concentrated,SYN0054,555,965,synthetic
row_concentrated,SYN0054,555,974,synthetic
row_concentrated,SYN0054,555,997,synthetic
row_concentrated,SYN0054,555,1004,synthetic
row_concentrated,SYN0054,555,1016,synthetic
row_concentrated,SYN0054,555,1018,synthetic
row_concentrated,SYN0055,577,1,synthetic
row_concentrated,SYN0055,577,3,synthetic
row_concentrated,SYN0055,577,16,synthetic
row_concentrated,SYN0055,577,20,synthetic
row_concentrated,SYN0055,577,30,synthetic
row_concentrated,SYN0055,577,34,synthetic
row_concentrated,SYN0055,577,35,synthetic
row_concentrated,SYN0055,577,58,synthetic
row_concentrated,SYN0055,577,61,synthetic
row_concentrated,SYN0055,577,70,synthetic
row_concentrated,SYN0055,577,87,synthetic
row_concentrated,SYN0055,577,88,synthetic
row_concentrated,SYN0055,577,90,synthetic
row_concentrated,SYN0055,577,93,synthetic
row_concentrated,SYN0055,577,137,synthetic
row_concentrated,SYN0055,577,151,synthetic
row_concentrated,SYN0055,577,163,synthetic
row_concentrated,SYN0055,577,165,synthetic
row_concentrated,SYN0055,577,181,synthetic
row_concentrated,SYN0055,577,182,synthetic
row_concentrated,SYN0055,577,183,synthetic
row_concentrated,SYN0055,577,188,synthetic
row_concentrated,SYN0055,577,197,synthetic
row_concentrated,SYN0055,577,199,synthetic
row_concentrated,SYN0055,577,210,synthetic
row_concentrated,SYN0055,577,216,synthetic
row_concentrated,SYN0055,577,218,synthetic
row_concentrated,SYN0055,577,259,synthetic
row_concentrated,SYN0055,577,267,synthetic
row_concentrated,SYN0055,577,272,synthetic
row_concentrated,SYN0055,577,279,synthetic
row_concentrated,SYN0055,577,282,synthetic
row_concentrated,SYN0055,577,285,synthetic
row_concentrated,SYN0055,577,286,synthetic
row_concentrated,SYN0055,577,303,synthetic
row_concentrated,SYN0055,577,314,synthetic
row_concentrated,SYN0055,577,332,synthetic
row_concentrated,SYN0055,577,340,synthetic
row_concentrated,SYN0055,577,348,synthetic
row_concentrated,SYN0055,577,359,synthetic
row_concentrated,SYN0055,577,368,synthetic
row_concentrated,SYN0055,577,375,synthetic
row_concentrated,SYN0055,577,378,synthetic
row_concentrated,SYN0055,577,379,synthetic
row_concentrated,SYN0055,577,380,synthetic
row_concentrated,SYN0055,577,398,synthetic
row_concentrated,SYN0055,577,416,synthetic
row_concentrated,SYN0055,577,417,synthetic
row_concentrated,SYN0055,577,419,synthetic
row_concentrated,SYN0055,577,421,synthetic
row_concentrated,SYN0055,577,423,synthetic
row_concentrated,SYN0055,577,434,synthetic
row_concentrated,SYN0055,577,435,synthetic
row_concentrated,SYN0055,577,436,synthetic
row_concentrated,SYN0055,577,438,synthetic
row_concentrated,SYN0055,577,439,synthetic
row_concentrated,SYN0055,577,442,synthetic
row_concentrated,SYN0055,577,454,synthetic
row_concentrated,SYN0055,577,467,synthetic
row_concentrated,SYN0055,577,481,synthetic
row_concentrated,SYN0055,577,483,synthetic
row_concentrated,SYN0055,577,499,synthetic
row_concentrated,SYN0055,577,506,synthetic
row_concentrated,SYN0055,577,507,synthetic
row_concentrated,SYN0055,577,510,synthetic
row_concentrated,SYN0055,577,514,synthetic
row_concentrated,SYN0055,577,523,synthetic
row_concentrated,SYN0055,577,551,synthetic
row_concentrated,SYN0055,577,556,synthetic
row_concentrated,SYN0055,577,560,synthetic
row_concentrated,SYN0055,577,569,synthetic
row_concentrated,SYN0055,577,585,synthetic
row_concentrated,SYN0055,577,587,synthetic
row_concentrated,SYN0055,577,588,synthetic
row_concentrated,SYN0055,577,594,synthetic
row_concentrated,SYN0055,577,610,synthetic
row_concentrated,SYN0055,577,626,synthetic
row_concentrated,SYN0055,577,653,synthetic
row_concentrated,SYN0055,577,665,synthetic
row_concentrated,SYN0055,577,670,synthetic
row_concentrated,SYN0055,577,679,synthetic
row_concentrated,SYN0055,577,681,synthetic
row_concentrated,SYN0055,577,694,synthetic
row_concentrated,SYN0055,577,701,synthetic
row_concentrated,SYN0055,577,703,synthetic
row_concentrated,SYN0055,577,705,synthetic
row_concentrated,SYN0055,577,706,synthetic
row_concentrated,SYN0055,577,719,synthetic
row_concentrated,SYN0055,577,725,synthetic
row_concentrated,SYN0055,577,731,synthetic
row_concentrated,SYN0055,577,738,synthetic
row_concentrated,SYN0055,577,754,synthetic
row_concentrated,SYN0055,577,758,synthetic
row_concentrated,SYN0055,577,765,synthetic
row_concentrated,SYN0055,577,767,synthetic
row_concentrated,SYN0055,577,775,synthetic
row_concentrated,SYN0055,577,781,synthetic
row_concentrated,SYN0055,577,784,synthetic
row_concentrated,SYN0055,577,787,synthetic
row_concentrated,SYN0055,577,790,synthetic
row_concentrated,SYN0055,577,794,synthetic
row_concentrated,SYN0055,577,798,synthetic
row_concentrated,SYN0055,577,803,synthetic
row_concentrated,SYN0055,577,805,synthetic
row_concentrated,SYN0055,577,831,synthetic
row_concentrated,SYN0055,577,832,synthetic
row_concentrated,SYN0055,577,844,synthetic
row_concentrated,SYN0055,577,848,synthetic
row_concentrated,SYN0055,577,863,synthetic
row_concentrated,SYN0055,577,865,synthetic
row_concentrated,SYN0055,577,871,synthetic
row_concentrated,SYN0055,577,877,synthetic
row_concentrated,SYN0055,577,880,synthetic
row_concentrated,SYN0055,577,888,synthetic
row_concentrated,SYN0055,577,899,synthetic
row_concentrated,SYN0055,577,919,synthetic
row_concentrated,SYN0055,577,925,synthetic
row_concentrated,SYN0055,577,929,synthetic
row_concentrated,SYN0055,577,939,synthetic
row_concentrated,SYN0055,577,948,synthetic
row_concentrated,SYN0055,577,949,synthetic
row_concentrated,SYN0055,577,951,synthetic
row_concentrated,SYN0055,577,957,synthetic
row_concentrated,SYN0055,577,976,synthetic
row_concentrated,SYN0055,577,979,synthetic
row_concentrated,SYN0055,577,981,synthetic
row_concentrated,SYN0055,577,1006,synthetic
row_concentrated,SYN0055,577,1013,synthetic
column_concentrated,SYN0056,0,649,synthetic
column_concentrated,SYN0056,5,649,synthetic
column_concentrated,SYN0056,16,649,synthetic
column_concentrated,SYN0056,18,649,synthetic
column_concentrated,SYN0056,25,649,synthetic
column_concentrated,SYN0056,30,649,synthetic
column_concentrated,SYN0056,31,649,synthetic
column_concentrated,SYN0056,40,649,synthetic
column_concentrated,SYN0056,41,649,synthetic
column_concentrated,SYN0056,51,649,synthetic
column_concentrated,SYN0056,53,649,synthetic
column_concentrated,SYN0056,54,649,synthetic
column_concentrated,SYN0056,56,649,synthetic
column_concentrated,SYN0056,57,649,synthetic
column_concentrated,SYN0056,62,649,synthetic
column_concentrated,SYN0056,67,649,synthetic
column_concentrated,SYN0056,68,649,synthetic
column_concentrated,SYN0056,75,649,synthetic
column_concentrated,SYN0056,77,649,synthetic
column_concentrated,SYN0056,83,649,synthetic
column_concentrated,SYN0056,91,649,synthetic
column_concentrated,SYN0056,108,649,synthetic
column_concentrated,SYN0056,109,649,synthetic
column_concentrated,SYN0056,116,649,synthetic
column_concentrated,SYN0056,128,649,synthetic
column_concentrated,SYN0056,133,649,synthetic
column_concentrated,SYN0056,141,649,synthetic
column_concentrated,SYN0056,161,649,synthetic
column_concentrated,SYN0056,162,649,synthetic
column_concentrated,SYN0056,163,649,synthetic
column_concentrated,SYN0056,168,649,synthetic
column_concentrated,SYN0056,173,649,synthetic
column_concentrated,SYN0056,178,649,synthetic
column_concentrated,SYN0056,179,649,synthetic
column_concentrated,SYN0056,184,649,synthetic
column_concentrated,SYN0056,196,649,synthetic
column_concentrated,SYN0056,202,649,synthetic
column_concentrated,SYN0056,205,649,synthetic
column_concentrated,SYN0056,207,649,synthetic
column_concentrated,SYN0056,213,649,synthetic
column_concentrated,SYN0056,216,649,synthetic
column_concentrated,SYN0056,219,649,synthetic
column_concentrated,SYN0056,220,649,synthetic
column_concentrated,SYN0056,225,649,synthetic
column_concentrated,SYN0056,227,649,synthetic
column_concentrated,SYN0056,235,649,synthetic
column_concentrated,SYN0056,236,649,synthetic
column_concentrated,SYN0056,238,649,synthetic
column_concentrated,SYN0056,242,649,synthetic
column_concentrated,SYN0056,255,649,synthetic
column_concentrated,SYN0056,267,649,synthetic
column_concentrated,SYN0056,269,649,synthetic
column_concentrated,SYN0056,272,649,synthetic
column_concentrated,SYN0056,277,649,synthetic
column_concentrated,SYN0056,289,649,synthetic
column_concentrated,SYN0056,293,649,synthetic
column_concentrated,SYN0056,295,649,synthetic
column_concentrated,SYN0056,297,649,synthetic
column_concentrated,SYN0056,298,649,synthetic
column_concentrated,SYN0056,302,649,synthetic
column_concentrated,SYN0056,309,649,synthetic
column_concentrated,SYN0056,314,649,synthetic
column_concentrated,SYN0056,334,649,synthetic
